n, h, t, In, ^In, S, Ifin, I, err, mul_s, div_s
1,0.0001000000,0.0295000000,4261884471578583377051149208912745488187084614530026923014776944869899780259887368336224196722081711464840637497068134275153163278561349424354899147041780628385854576074849803173981869925019386903895933166847729505367228416.0000000000,-83566362187815366629497369728477243843164872956625098921250177466206027757902135167203837718500364863743783129332796629599272225574169517353207957319594914387169467134711996795565963548004887392167859668601062815359303680.0000000000,-620778690538056974849135820064445888426261494864445043204038949830393959552295697828745845167277328639301070878732436337622123651509406133124683396203680792016138729308346758331359771604118820260032860045485772977173692416.0000000000,3641105781040526642991925874277995060621566049358971721287474574469461547252432814400856996745882055265108793192514068313338329796342915261724245758031269840389557032613099569892533801588322969216361755570216812086661480448.0000000000,2.5000000000,4261884471578583377051149208912745488187084614530026923014776944869899780259887368336224196722081711464840637497068134275153163278561349424354899147041780628385854576074849803173981869925019386903895933166847729505367228416.0000000000,0,0
1,0.0001000000,0.0296000000,-24150678672278645129616556265644644792260859065816744173838068664519441282144296890807138950625285101241153251662936645801516036125311838003640286456711210327569223223272773508117032988675400767593155273339191316652283133952.0000000000,473542719064287077567151761794704381777934280087542227220417672308500823961445432614155080404835400894548104399552514234395875944920293931668178424811037848193960313763367981841540460105361028555617871455406022620369387520.0000000000,3517745913048990085988232113034482776423881973516431541601939401042129132734304956780776628060419431315034263652566670123409044420232236018859275928604921164137748899722690188994166013380658920809349799305080709840409460736.0000000000,-20632932759229656327841190741568537807094272717331725120112057687103742690982478034791048430250613256270488196405987951015745872607964785827415837233136529184870627314731931452722396059387661327170465113761336503123702710272.0000000000,2.5000000000,24150678672278645129616556265644644792260859065816744173838068664519441282144296890807138950625285101241153251662936645801516036125311838003640286456711210327569223223272773508117032988675400767593155273339191316652283133952.0000000000,0,0
1,0.0001000000,0.0297000000,136853845809579057559180036916433029356533968041303549671798571692353129482683607755357046463449820178732892873856266344215997852863976886961152380856309659666313757794910950337971404754116309970316394001040798597660486402048.0000000000,-2683408741364295044813276553034627902479913785118671564093944005947876179413798410769403090234585087999567435425320049833625231483154812082746544455217014499898049683636395397434807295713195178965159154572999831905212825600.0000000000,-19933893507277620332898625822542950132707930975167274476126441187041365904216788194286994384599774939425358091730948941621216005303435746900402901667326393427814083364156080095229997053869449900884039433970855894153009561600.0000000000,116919952302301437226281411093890079223826037066136275195672130505311763578466819561070052078850045239307534782125317402594781847560541140060749479188983266238499674430754870242741407700246860069432354567069942703507476840448.0000000000,2.5000000000,136853845809579057559180036916433029356533968041303549671798571692353129482683607755357046463449820178732892873856266344215997852863976886961152380856309659666313757794910950337971404754116309970316394001040798597660486402048.0000000000,0,0
1,0.0001000000,0.0298000000,-775505126254281237129928125692006444826519988898542182314127535551901882852848074294005026493337148359610127836422662993814358756962496279690515506636991429955996686782553914652270610442883339191651164318143529909122609709056.0000000000,15205982867731008678509544704418560224072299782422905497534825163375113127538153929732447131824642395582533356465128216624246660812237758715923289792977055556593356183757835608395985566622557961833660915186268104294416777216.0000000000,112958729874573175037290257853298713198639365525780355429378215133893443902175207230214642271741404196240393408365414800719483331904081585274897367021354949309937656443914597160439161523431312209614038713956311953203965984768.0000000000,-662546396379708041545232002415373718967763893372259227078734465639985550285513089451555406498623782781859827093727360587692653330612251752933460912335152640303032582479729747354238983573965315295850571368551603614929379131392.0000000000,2.5000000000,775505126254281237129928125692006444826519988898542182314127535551901882852848074294005026493337148359610127836422662993814358756962496279690515506636991429955996686782553914652270610442883339191651164318143529909122609709056.0000000000,0,0
1,0.0001000000,0.0299000000,4394529048774260398529341686716927221110591217093079299262762314202171705939898494631988424056835737721817143964608123912687291874643913428865340477024241677332051752724897703396446700097636819915854075764508307727666160599040.0000000000,-86167236250475674750075689145037149282842905432724598207334299703079863725729983710680578301062384145281207684642618016732953555710354749759250854265902300801309455990141928172392320853221071744684303381450957242356499218432.0000000000,-640099469289248080916736878003140096319462234648266613259207589796828699661351877290901209672746456431905161096166863494153367956723168396313766398003108020909427993904124187838722598463219853161287954400173429879109287149568.0000000000,3754429579485012153233357885327115023510195142440791887555435886181159896957268396443207392600313590237832724193802159575316147162351441500694316260777262933678412175949496954456984378870523273265073687479249963120642756706304.0000000000,2.5000000000,4394529048774260398529341686716927221110591217093079299262762314202171705939898494631988424056835737721817143964608123912687291874643913428865340477024241677332051752724897703396446700097636819915854075764508307727666160599040.0000000000,0,0
1,0.0001000000,0.0300000000,-24902331276387469016496392622595703535055996630033284091230899584844981960808295966999408198304374871673793468813882001776516917066876701489279949973382540595113163283923357875216942389997527573276809073928817154673543573667840.0000000000,488281005419362156917095571821877179269443130785439389841561031650785894445803241027189943706020176823260176879641502094820070149025343581969088174173446371207420250610804259643556484834919406553211052494888757706686828904448.0000000000,3627230325972404312448286664871078300948548102970656955769106798164381314189489983234188458758248700312082584806526985544575760954640889125729355891156108947122187719615214681179437219749869259841866503301885203430392243159040.0000000000,-21275100950415065361565093651271313639231183887078710329254268139577333083903918867356739026681228935570027918705911419604812263134513026490979625355201914538967821895793249438440464061303233087392912306167271610154807797481472.0000000000,2.5000000000,24902331276387469016496392622595703535055996630033284091230899584844981960808295966999408198304374871673793468813882001776516917066876701489279949973382540595113163283923357875216942389997527573276809073928817154673543573667840.0000000000,0,0
1,0.0001000000,0.0301000000,141113210566195657760146224861375653365317314236855276516975097647454897777913677146329979790391457606151496323278664676733595863378967975105919716515834396705641258608899027959562673543319322915235251418929963876483413584117760.0000000000,-2766925697376385446277376958066189281672888514448142676803433287204997995645366218555489799811597207963754829868209111308501879674097411276586661108153615621679240364880373097246326932221947508141867674880979683852615952629760.0000000000,-20554305180510292638079929052545049983997155090204583534874047679690536467405706633373946269611982418254541061533617859289295228461611871343134089686827410779305038517951464430290381657712266945005839568304808690232754467504128.0000000000,120558905385685359861930394260457096140330276266522027431761247144590501812227067444223879223698653074230418984156595590461331778739138390743353376645203122798521449439066713574048620757162457778565653966302437914957407380832256.0000000000,2.5000000000,141113210566195657760146224861375653365317314236855276516975097647454897777913677146329979790391457606151496323278664676733595863378967975105919716515834396705641258608899027959562673543319322915235251418929963876483413584117760.0000000000,0,0
1,0.0001000000,0.0302000000,-799641526541775436055249153268116760331383843716542557998910642587635296727758061712393786522198170010857436052620042984020794075239893563089003061726825819687818630665474624745977852439699615386309821115184866803752024196251648.0000000000,15679245618466194715843605859122087078126134008796806269232394273842707638552214709278750793094028405794349924430087418047448363842987423272855579980478214778478570038083814128176528206146898929464765926304319417751327203131392.0000000000,116474396022891660035831565147213118989647173137868861881066204459304326481392638612029746960161507741331244774553318278300329246675206508617570591619956615458666808485685248423386719769851045418921010181834821668416692561117184.0000000000,-683167130518883733938330375733915583413817607537644371715126015542940094260118198550506805185390085360193901057359114889856713979138945350315974468636438299206633656964742576680801763642291784434078747858768306964989317748883456.0000000000,2.5000000000,799641526541775436055249153268116760331383843716542557998910642587635296727758061712393786522198170010857436052620042984020794075239893563089003061726825819687818630665474624745977852439699615386309821115184866803752024196251648.0000000000,0,0
1,0.0001000000,0.0303000000,4531301983736727695412210334583264617493410117279230892141658561785351353383947547302803373634571373577964352141954162594057837623296685946333460024294311138351069121584605804983417798638600676700075989383816848796440211172098048.0000000000,-88849058504641752522660761373780135972748483116086350357850891474529144957526206456805740170596753920612861979808991278992311207849536355148074119276697006651995994709538780208921422740017099961421147301315419129613348365139968.0000000000,-660021577463052838392249031403846476106478461543658640932384811301969894029135142751168779653090556655985730904119893147383951046486234191862302022610759599318320966920658940230033273093455090284942538204421378518501956914249728.0000000000,3871280406273674772857786878405442025531093529653513602403836905312599707382317955451920125228187663103314040796419049814946384877958968346160241998742689728987711824233853265469805787490032015348513325030231993937246226485346304.0000000000,2.5000000000,4531301983736727695412210334583264617493410117279230892141658561785351353383947547302803373634571373577964352141954162594057837623296685946333460024294311138351069121584605804983417798638600676700075989383816848796440211172098048.0000000000,0,0
1,0.0001000000,0.0304000000,-25677377907841455369641935966857612003153678977717213611101244073595731632355806384854549033867765578993392493897989488240747714820120196740752508082771675996482046854284352374945897748589950508056854918390577251486910011555184640.0000000000,503477998192969818745511748086119282704457236215077786953905924794622818795989237788946569295657400458586777297030657738653094579345394801424532005313467290967928862780594955472449744786612138359226333175236073280219603705790464.0000000000,3740122272290631881213608788624043500759717312566126260960666530613084629115989834892906907583483898257718477228722124973991538375289998534673579431072065692338443398106100135373208254293405277259599746283698556084360135531560960.0000000000,-21937255635550822815130931780041759575547256656494618159697082781616392987459860957163926376257936450186357373137945606212936162854018330939591600628172715823783312812737503445304059589855636662264294162913570884677013653843607552.0000000000,2.5000000000,25677377907841455369641935966857612003153678977717213611101244073595731632355806384854549033867765578993392493897989488240747714820120196740752508082771675996482046854284352374945897748589950508056854918390577251486910011555184640.0000000000,0,0
1,0.0001000000,0.0305000000,145505141477768250685557079269216115627719940919898712811939021810995834000842666009096928525391179510558912897588989804317943789798344406952196628594516267875319815605961990360792780065694565244497969919910912748962016583772798976.0000000000,-2853041989760160510764845510643185463734044315468189618222814210192851931097390766676788559271804654467147355266315708375514166374125591164106139967371262701190821839914707962960868808615045934614386530144183586653147828519436288.0000000000,-21194026209646915115706108799189261382382906452302164129516268275751236257957201719055998726350317474375932443514961636608985406777996437140629163481953196390518330328335815424229229948397477518692666910929804835687267804978872320.0000000000,124311115268121340956230133655561325660110674536848302205970711626174629869125109032422655799251623880577513602324602224139518491746842907943466089300778227327683810425152165290712589352824356274068991082527570399079038556234055680.0000000000,2.5000000000,145505141477768250685557079269216115627719940919898712811939021810995834000842666009096928525391179510558912897588989804317943789798344406952196628594516267875319815605961990360792780065694565244497969919910912748962016583772798976.0000000000,0,0
1,0.0001000000,0.0306000000,-824529135040686710793790143707948883905557211325412011079270792201536135661524616112495453642197255804677574566999683106357200605711992134340591901863204271217087020586910022544633439821384387999378991624456805691017109088524828672.0000000000,16167237941974246485253566684001031904342011167154243518961252585046182360378310839422952502680734271576857112009505051748287015271041642017867209273913925868669540524534005359544282739170105994990649053181348648237364213236891648.0000000000,120099481854665843345036011219515028808880403114292674194678923411040285251358068504014449448967195947472728599500492513399983790531154913577067552750709519808133329948026303480383904315040258358818965706024789925887367932480061440.0000000000,-704429653186020910539787437972709626414865928765133365072975533517936107420083705547534812194916154612361111153503783044401697684992796725818713342618215998152012291819091641897441849390562278026669530506803715651564059375565799424.0000000000,2.5000000000,824529135040686710793790143707948883905557211325412011079270792201536135661524616112495453642197255804677574566999683106357200605711992134340591901863204271217087020586910022544633439821384387999378991624456805691017109088524828672.0000000000,0,0
1,0.0001000000,0.0307000000,4672331765230557568193788889179435448070806911601185095439775398716008693976189806620900285287799438838172760562282551453949674154373720707341338179830464238304201370736938950865538144222851282544646236929290433460464223826749685760.0000000000,-91614348337854102916550741236591971166278090455053572446798790648748602301234489534196054850069747731162100055224738373731067217196865517735170763265756722770264447387549959634510556582497236658880723840701700569243188909569998848.0000000000,-680563730509773126652215165405343753689718657832329829832641787571708368761001440835766482878042808620730883792504321726414735102947197678621779130089261027827108403432218360666572895746634180162010640530264376208839857690560692224.0000000000,3991768034720784355359507112805540151744710012660827209230366281689419811195354049907026186406384440707129346397769044824645977311802604018609181062729760716990975764944304744532580620707780805610416587222282657478755729697146929152.0000000000,2.5000000000,4672331765230557568193788889179435448070806911601185095439775398716008693976189806620900285287799438838172760562282551453949674154373720707341338179830464238304201370736938950865538144222851282544646236929290433460464223826749685760.0000000000,0,0
1,0.0001000000,0.0308000000,-26476546669639822772482139266608072500279442854752259952421367414528828705071702935727463643162642573003811094972567062123489683956494323603852463538581597610945786339759353561582664373192038730197568308862909798694551810789898977280.0000000000,519147973914506281556554395284090770714918668700538713213174160584160280637575335120400988138592573857158044010908036957698014808765188065112978037299239368496754993601327644763213623444623969030890902978707737354004509617582768128.0000000000,3856527806222047056966708586538052777362839212554987270163087270418930148826945076337185013616389129271745608638787405527534792246250741101343850503418086707626715734686049227001630929672915412331047892649798733591432980880521428992.0000000000,-22620018863417774336602364904573195040734551784468823780230002872831810331927408805340556773492298411567065000381632698149731503876260878340742565242980431007541195367306650803918879399224142569511016269385216668737220646884704518144.0000000000,2.5000000000,26476546669639822772482139266608072500279442854752259952421367414528828705071702935727463643162642573003811094972567062123489683956494323603852463538581597610945786339759353561582664373192038730197568308862909798694551810789898977280.0000000000,0,0
1,0.0001000000,0.0309000000,150033764461292275726093579191568523123877504344762782185294360859577284655135486545866382210502046669974910748028197625445803879506136606166876778754216630491948280064992400330031808402015630534706726739544572199787730517522070372352.0000000000,-2941838518848870882280651421897016000475779254418355319414713044287533241395838058919378228861794214090979604494020400559105216681144896598142109916955052940500268217243615822096262095604091884678679324885527573191047980451255812096.0000000000,-21853657568591592175637309262566959206024461677350384086097256661798104238887710792962291226187126550271555695224295866794097958336185542657607548696998371933810096149209908945923702350474963095861414559657457910944697187849807593472.0000000000,128180106892700675276977875276020615824760731521041704687027440570110651070343681428605759847991189926713352137091020007974365594166054838538672943304119779183470932489182570200135181785770782948712287298919747910647644231524224598016.0000000000,2.5000000000,150033764461292275726093579191568523123877504344762782185294360859577284655135486545866382210502046669974910748028197625445803879506136606166876778754216630491948280064992400330031808402015630534706726739544572199787730517522070372352.0000000000,0,0
1,0.0001000000,0.0310000000,-850191331947322947260618071037436419170102460642184524725723729665319906753615455111099115152192585664017845714373272992851895129670128390318234197182062555563414262578245333681567331931767854301943606338993966596457338432212858568704.0000000000,16670418273476909719517485506641304829358465050015783606164957277531070922091683009631575935894324956823875516343421364987500784236804837757094413339388835240240473871991841596405994396348540293328273482506592314707805200438110715904.0000000000,123837392888685706461510252310839214808444606369545862580242633186378374861716782511416127125077147525628821761664871385485384676468832327775479381317309786304776964523900428748621597880427880355717735031212257182654661049461434744832.0000000000,-726353939058637218736498766318648009446745024548983479713028660138492120302821087734887438330252157623749016177474050272226936247857572795954498051189823490926191294250078448442351269342620281972537804958535399071948306454356655341568.0000000000,2.5000000000,850191331947322947260618071037436419170102460642184524725723729665319906753615455111099115152192585664017845714373272992851895129670128390318234197182062555563414262578245333681567331931767854301943606338993966596457338432212858568704.0000000000,0,0
1,0.0001000000,0.0311000000,4817750881034829975643211596124275188857479731042631820292561304528947707366280685990106853337455904057061104980823610065788541187214132167567975744898543072639491477798679673553962975056765329114512258989642316468313261973486815936512.0000000000,-94465703549702598723644346577380035274262117235032019263863606274923126503907461378556678787717577328535333468784477743960375470727177080231485498964516458023592704295952718165939625122906854863967214813768908159282750777789803134976.0000000000,-701745226369218951802470307476207429113056166738897795612319236595095497175214069546835104416089514777736638507220784735758173354188028902021784043223253806284695456758814031097468637002078707410461677028628066570716213780693670428672.0000000000,4116005654665611023840741288648067759744423564303734024680242067933852210191066616443271748921366389279324466473602825330030367833026103265546191701675289266354796021039865642456494338054686621704050581961014249897597048192793145507840.0000000000,2.5000000000,4817750881034829975643211596124275188857479731042631820292561304528947707366280685990106853337455904057061104980823610065788541187214132167567975744898543072639491477798679673553962975056765329114512258989642316468313261973486815936512.0000000000,0,0
1,0.0001000000,0.0312000000,-27300588325864035587306879475298393753822771074365625864539876775138195447274946933045995381846083487698705929814668133406846567299547889575119573928294761536106088878543816006540426364416296674104878636706797218734655324904915168395264.0000000000,535305653448314520182966808130961047348298920244399739792337696380369875357418155740396049293008986725060150420924761421139435084245919633154688023832919997697529288837245142361442871748421719141392264685058249711961459075791045263360.0000000000,3976556282758907158212835183347050685881581427801432229190316353074080760376052155540913061591298924917680868605084699261140857483399115601182037421732525933400516881054437306985981319452102627606610128770265066920945254854386601951232.0000000000,-23324032043105127723090554614896968830663979095407227797511082459169733516048412061831624729955159586312544812402084191421239335245149629443113320036964498696067299875752852091855422174285163903340250384760650220874370200341895975010304.0000000000,2.5000000000,27300588325864035587306879475298393753822771074365625864539876775138195447274946933045995381846083487698705929814668133406846567299547889575119573928294761536106088878543816006540426364416296674104878636706797218734655324904915168395264.0000000000,0,0
1,0.0001000000,0.0313000000,154703333846562864562720372082400902006183913148568062097254085923679741290022124803668866682196473222460772275309790128108309883652109270094615097755815718535863718995820148796000960754737520389751548951067147274486567536015145466593280.0000000000,-3033398702873781575033322235687738364363149996894632687651435649927714789508220166855453355694092614973527270244407738661990424239727733390385682332122143080314393848341195865682486735895359598643204710039448150761775065054183331725312.0000000000,-22533818935633805582531256792506413999682136804841862343788677420666234910146502544827106304984902296107071008211315062789376651740263651168108373627422927507113627375256582654956174111977511222402081775621110873693563414854714697711616.0000000000,132169514910929067452230991414546978853828302957609789807527144057746080430081414846923251460807070643975464252788465978012529726763835353296397321763565633908409357081401885433433061090908370885245684653556619572065082557664021866086400.0000000000,2.5000000000,154703333846562864562720372082400902006183913148568062097254085923679741290022124803668866682196473222460772275309790128108309883652109270094615097755815718535863718995820148796000960754737520389751548951067147274486567536015145466593280.0000000000,0,0
1,0.0001000000,0.0314000000,-876652225130522808820302096470645208996892557293794057974447974317037744107930252947921006307428017939312237712728907657215393395607395363923985845841112080986862242727372104058530516829930090551032457622867614061855046048047519273844736.0000000000,17189259316284758963839207509310104290764200743670411320111904856083271676577661605704766927534941594663746703616647386370435989360461148068339189690569371890802961905829652402938651440238230390907408782069423843266472643333420119752704.0000000000,127691640635258228810329829782652182382423266356142689930115260198864473140761583557993105367049279772066148051300788384908602194910830778495983918010338974913757466639507861947288895151823109687646390902482767227172833205342186254630912.0000000000,-748960584495264580009972266687993026614469290937651368044332714118173270967168669389927900940378738167246089661428119272306791200696564585428001927830773106073104776087864242111241621678106980863386066720384846834682212842705333019213824.0000000000,2.5000000000,876652225130522808820302096470645208996892557293794057974447974317037744107930252947921006307428017939312237712728907657215393395607395363923985845841112080986862242727372104058530516829930090551032457622867614061855046048047519273844736.0000000000,0,0
1,0.0001000000,0.0315000000,4967695942406295555174591832015149908163126022472466486215237804127957390469490949613408749508684113704240792982690864449293778794757011729120587627332260496060090715792673633189773218915273746492278647463531597709569914314782722404384768.0000000000,-97405802792280327152552457162787229172679664790659055426603971465862103212358103817469429293884001491251160609307640251145881923693247901538026156444875285229045610011198356970749212000033764226374659696959660533578700114678330758791168.0000000000,-723585963599796509433940130551082497005087908620686406612886235459590961305833256687024168335476589391087543160891263422839817844377520411549909257913907092445027202180844009987337169264443143797694455425385164740332050399999093171552256.0000000000,4244109978806499226477545058789987215901004014947963334089001927169328008901381268138789724289911518289084193516519407163917352840555272317461677785635374051714461176776380434773385904544662319343036831571172207289708870560193572639866880.0000000000,2.5000000000,4967695942406295555174591832015149908163126022472466486215237804127957390469490949613408749508684113704240792982690864449293778794757011729120587627332260496060090715792673633189773218915273746492278647463531597709569914314782722404384768.0000000000,0,0
1,0.0001000000,0.0316000000,-28150277006969010073849549526228994063516017072369931469743951380735348729862833516741637773794052580067294559645592830678940926665498063797187323661197696390734089129913692578165513359387422874373073823978953979772586918668141489966546944.0000000000,551966215822921688188978346373701144297466024475566664137993009680670470110449311020955384808364013972486545065916805797151888334933938858815398754988691022206810598829285778894208167680845590355041485377497783229847544558218092843368448.0000000000,4100320460398846826546696287347494214781176181818495219310805214770694920820480596155668572862132675224185763346810557350271170488080688665485819322773133307822021591303265786071260674200567242637451034232840675421724616718191546836451328.0000000000,-24049956546570164693198000097488858286678568099320902286326349033972346446944141522285210345865551856650556345856540722428376891298823623130829499668160728267707248843926833284661851524337509364923243906010319498914630355113229490386370560.0000000000,2.5000000000,28150277006969010073849549526228994063516017072369931469743951380735348729862833516741637773794052580067294559645592830678940926665498063797187323661197696390734089129913692578165513359387422874373073823978953979772586918668141489966546944.0000000000,0,0
1,0.0001000000,0.0317000000,159518236372824400057781759706013355946215611468559385234503743610884927055234647272864221684390510965764319501710082367845379485247197348178248136278361380779461047104953634560055234630866421176031559110975447182469779560207998758185598976.0000000000,-3127808556329889686895472867668253020847618072758999933106393960524440383784361812593683942658532075161377717836675103608836295158076174199881259222413929557904858502142319954781146186787346156444203510161171287849450090260175821717110784.0000000000,-23235149275593471615976915348934353781516149601639159064965108645067272648890473985578833540931156950769325373715546437750267551625217643767307622591237804545103908007089600922196738790122713885425247364464324003832767725110630136850415616.0000000000,136283087097230925550014550639864285288812007449381294097752229229802269130540596083886905853592090111380099028879019031895697663379167208412684523027651245864766776487231220652723298162442399824231069513982710789509475728770809526822633472.0000000000,2.5000000000,159518236372824400057781759706013355946215611468559385234503743610884927055234647272864221684390510965764319501710082367845379485247197348178248136278361380779461047104953634560055234630866421176031559110975447182469779560207998758185598976.0000000000,0,0
1,0.0001000000,0.0318000000,-903936672779338290128418988071793418702321433662147972903145793016471002186091618840085114530484340034916971302614601936719131245009951607662787364186493134040335501146466433054727911001320179728514106155754833147015706358457799052485459968.0000000000,17724248485869370072757190054762238991657411716402779501292222882946186715105421599033405191952908586556315235881964090117715222157744160468900484494558383545476927161085124768534498927959449109225082836699283315934323667596731165542711296.0000000000,131665845895029665743025168303793665384854120768364393200634002271345312700171005777016931388919606945924755219785223718119549495309670824018812549811578788226544632615364508260466058561325661262534169856064873780421432860864932888289738752.0000000000,-772270826884308578116749120292564283303268042213160666553929298968879525073063377808692466503688510631153894496981107847408953425815280847671878963823357059900345066760976917032098689587173599003976060579235361140553695796367920651994923008.0000000000,2.5000000000,903936672779338290128418988071793418702321433662147972903145793016471002186091618840085114530484340034916971302614601936719131245009951607662787364186493134040335501146466433054727911001320179728514106155754833147015706358457799052485459968.0000000000,0,0
1,0.0001000000,0.0319000000,5122307812416249200280234811663044758972372294417221930885179691130094399812612193988798449697048587876409785987790922066166663948483060646758827983819419564305868597346976267684875587206445618040153584258367030408115137868528835671265116160.0000000000,-100437408086593143347602109785754824300257937073571996989238421446274555798454624315565012725609371114990774589179400215191014582778883511962531929354054792671148389016274048117191990111257797747612678461750537016335078484273088783609495552.0000000000,-746106460071834541200585789677653420443176997617616995727346887323059283236682856464550694681163327071048671649541582546724305520663134989579458529507826703716523909303107174665158517583407483177674250582094626958851897705443225472637861888.0000000000,4376201352344414844154227819887133218585992379522096587752162770912019774227358278541750621567390150636714400681642421004204871723359925401067752856517822004243127895124369124068369721034321812710494836558090796353425550967985392247430447104.0000000000,2.5000000000,5122307812416249200280234811663044758972372294417221930885179691130094399812612193988798449697048587876409785987790922066166663948483060646758827983819419564305868597346976267684875587206445618040153584258367030408115137868528835671265116160.0000000000,0,0
1,0.0001000000,0.0320000000,-29026410937025403251341548300140310058117183031017991617154846495364604698336213263763053620477707286061364376114613980439677124188817355958324288602411045302351661445102197359878967726428241965522792839136796979579528195953140530461282402304.0000000000,569145312490694355586692756851449417663596921601913547876131076792232711090290243776533161077449843097378865109754546896240740438720340071862091998202157729367318733038552918631652843022938402004461509362040781156457237540947648407918346240.0000000000,4227936607073728018047372953396832062189486184405710277753762547902422878316438854199937692734731144358273850068174839351116822609031099725582759054709052840355530645928107147160199908308701563534732903634898659643240992436412846068396457984.0000000000,-24798474329951673752697544963529542955473320184832348118646444210622304558808342881423092995330937023052264235299294489210460195215466258281634462330052159312765865142530089964329546606829270979203935912447351176702988717077529428002460401664.0000000000,2.5000000000,29026410937025403251341548300140310058117183031017991617154846495364604698336213263763053620477707286061364376114613980439677124188817355958324288602411045302351661445102197359878967726428241965522792839136796979579528195953140530461282402304.0000000000,0,0
1,0.0001000000,0.0321000000,164482995309810594734722687569372129682060677253956354298469894350961390444522304044416936930781048722601177479361831459108568668574178383212791226597931926325641831015941781065086611069115727040083175052902428592551217327373957570367124930560.0000000000,-3225156770780599867727961905610944992972672560630910217210103031649441434966879853260331647026843325567653944874797780533930756121761929122778120772162393983851207163907799623856811565839714855241157863330350616653292526292838417921111752704.0000000000,-23958307440084455314209642508416199924680209500812514058843828385487349367633146608139593416535385207844957138642986568607428413267762903225719144468835022080477387128089939920999616654072013540200530400137149070434002488781543529476586995712.0000000000,140524687869726139420513045060955929757380467753143840239626065965474041076889157436277343514245663514756220340718844890501140255306415479987072082129096904245164443887851841144086994415043713499882644652765279522117214838592414040890537934848.0000000000,2.5000000000,164482995309810594734722687569372129682060677253956354298469894350961390444522304044416936930781048722601177479361831459108568668574178383212791226597931926325641831015941781065086611069115727040083175052902428592551217327373957570367124930560.0000000000,0,0
1,0.0001000000,0.0322000000,-932070306755593543886766527856877112944990699421264838926540463777993477834434355553458666677438532683103623830715350755312301602000557264469046170925861338688321546136566121846492751516380732167141877338180626830497253930651688315223638278144.0000000000,18275888367756738012646095536913116775177858936768246373624262881093051422587568104988630085329588946603068753696717813245308008025824257516468597506969620789001148003172198779282409981156038729908349310071993019557418765936477974984526921728.0000000000,135763742160478635389462175187678707750151249211055086574954911026450397501814607830018552170416643274085605306870324225557831646118603041787072328115658896027301778240552335492195419594578135178410302461480271413169157596825481572276546568192.0000000000,-796306564595114932186850438800621365842109476798688683883659788540981116512002652173680481425614515307431239175799340959804071657711074189899686918292599773048704018402317790328524871302446907753277559245573109709060872116853378845193900392448.0000000000,2.5000000000,932070306755593543886766527856877112944990699421264838926540463777993477834434355553458666677438532683103623830715350755312301602000557264469046170925861338688321546136566121846492751516380732167141877338180626830497253930651688315223638278144.0000000000,0,0
1,0.0001000000,0.0323000000,5281731738281697380412905954693582590615481339079938928105708915793644005845338800142675562334621709161939752426168705748092421126779690291130276981443809729572068774941981463109526642076672436001696888086296999819025126487750823179515515109376.0000000000,-103563367417288197864691932130122968824187885034006017138586980185819315514251488895095815095929421296359536705584277228423146513365750770738464102861092738062796005688845129065418682813647093312511302336323129971980556862324823259743525011456.0000000000,-769327872242712164552252619494013181112686963645903453952422807395654095732956858419063538985126266326694473913796474747946105286745897378849986532231678645808078324502479217234121373719817419364625781683272936077116531322226649799830926262272.0000000000,4512403866038985405377022024250953094680954588141866926409879994713494199547445177325534958698236450022551043728006746440543129454666752650021995053071309726865464454489934277669225583402009502753438981354006098075770801429741550197659058307072.0000000000,2.5000000000,5281731738281697380412905954693582590615481339079938928105708915793644005845338800142675562334621709161939752426168705748092421126779690291130276981443809729572068774941981463109526642076672436001696888086296999819025126487750823179515515109376.0000000000,0,0
1,0.0001000000,0.0324000000,-29929813183596286671804083255674704161579675956448972210651768280021350348604092418957211669352784409416104718806698789429031561968815256218338539725721684279053515090408017878637880158795713026273892032096872606978706700210993679227717007966208.0000000000,586859082031299835279013121000209411298271401702991960182808025965185526939524245972690352714118639142863815968886199821163700312730827635286722733844320176464545866582730405985827614705288816966656015310243245091355373785895009343040259096576.0000000000,4359524609375369880044608289056326452196027190865943500346698673486227989662071709050974730992753878454464178256352600773678664698058217168858446701942072208419813859099542389962456026304737806981385470960123476106304708813704566288914262786048.0000000000,-25570288574220917549824949722823912450096289616414354519331445151797139516682273652313928679754994559710863601412884250416940151729288878000446911439216326643039597247510203615850705392671593163757978060940677268207850816454158620210700623020032.0000000000,2.5000000000,29929813183596286671804083255674704161579675956448972210651768280021350348604092418957211669352784409416104718806698789429031561968815256218338539725721684279053515090408017878637880158795713026273892032096872606978706700210993679227717007966208.0000000000,0,0
1,0.0001000000,0.0325000000,169602274707045616387524741049297619681349994677676700564078681103992802292860492321742154218119495346699547424037553814640914803598946836426938995347764588808973694672827001289078320791249115741253692183973711307967883833922356104723485681516544.0000000000,-3325534798177365354215003640898419293667217517567958203189391041171709407120510922641399461349190274101616760059086101439134007876208770457808019617399457047096145235867941570332049186572994323911648336856080986849956038924970299307945862627328.0000000000,-24703972786460427046056356036035912340306231529079702408218832513969240468197647524065781584774046558327627827531717219099417336580067713770630742731361598797161257152958889161594740368518327072831436502695581952596046874773717353821487188934656.0000000000,144898301920585192373730284038083846303894326551922301391965350771071630455623856567307139598925304903368811839955988842587846484853006478460175526278149848301436021584675024636184705463453260446284141680493841904713632259376116779989590003941376.0000000000,2.5000000000,169602274707045616387524741049297619681349994677676700564078681103992802292860492321742154218119495346699547424037553814640914803598946836426938995347764588808973694672827001289078320791249115741253692183973711307967883833922356104723485681516544.0000000000,0,0
