n, h, t, In, ^In, S, Ifin, I, err, mul_s, div_s
1,0.0001000000,0.2588000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2589000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2590000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2591000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2592000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2593000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2594000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2595000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2596000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2597000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2598000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2599000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2600000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2601000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2602000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2603000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2604000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2605000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2606000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2607000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2608000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2609000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2610000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2611000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2612000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2613000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2614000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2615000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2616000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2617000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2618000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2619000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2620000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2621000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2622000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2623000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2624000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2625000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2626000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2627000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2628000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2629000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2630000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2631000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2632000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2633000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2634000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2635000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2636000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2637000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2638000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2639000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2640000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2641000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2642000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2643000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2644000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2645000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2646000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2647000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2648000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2649000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2650000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2651000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2652000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2653000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2654000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2655000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2656000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2657000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2658000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2659000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2660000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2661000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2662000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2663000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2664000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2665000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2666000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2667000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2668000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2669000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2670000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2671000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2672000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2673000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2674000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2675000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2676000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2677000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2678000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2679000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2680000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2681000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2682000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2683000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2684000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2685000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2686000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2687000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2688000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2689000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2690000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2691000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2692000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2693000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2694000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2695000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2696000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2697000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2698000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2699000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2700000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2701000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2702000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2703000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2704000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2705000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2706000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2707000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2708000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2709000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2710000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2711000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2712000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2713000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2714000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2715000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2716000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2717000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2718000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2719000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2720000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2721000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2722000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2723000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2724000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2725000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2726000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2727000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2728000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2729000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2730000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2731000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2732000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2733000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2734000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2735000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2736000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2737000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2738000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2739000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2740000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2741000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2742000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2743000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2744000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2745000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2746000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2747000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2748000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2749000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2750000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2751000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2752000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2753000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2754000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2755000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2756000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2757000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2758000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2759000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2760000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2761000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2762000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2763000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2764000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2765000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2766000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2767000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2768000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2769000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2770000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2771000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2772000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2773000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2774000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2775000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2776000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2777000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2778000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2779000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2780000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2781000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2782000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2783000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2784000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2785000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2786000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2787000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2788000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2789000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2790000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2791000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2792000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2793000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2794000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2795000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2796000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2797000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2798000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2799000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2800000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2801000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2802000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2803000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2804000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2805000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2806000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2807000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2808000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2809000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2810000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2811000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2812000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2813000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2814000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2815000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2816000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2817000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2818000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2819000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2820000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2821000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2822000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2823000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2824000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2825000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2826000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
1,0.0001000000,0.2827000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind),2.5000000000,nan,0,0
